,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12181,6,2011.0,12,0.0,0.0,0.07,0.0,0.07
12182,20,2014.0,9,0.05,0.01,0.0,0.01,0.07
12183,17,2006.0,6,0.0,0.0,0.07,0.0,0.07
12184,14,2006.4064433147546,3,0.05,0.01,0.0,0.0,0.07
12185,4,2008.0,6,0.06,0.0,0.0,0.01,0.07
12186,17,2009.0,8,0.06,0.0,0.0,0.01,0.07
12187,7,2005.0,10,0.03,0.03,0.0,0.01,0.07
12188,1,2009.0,10,0.06,0.0,0.0,0.0,0.07
12189,13,2001.0,9,0.04,0.02,0.0,0.0,0.07
12190,9,2005.0,6,0.05,0.02,0.0,0.0,0.07
12191,7,2010.0,11,0.0,0.0,0.07,0.0,0.07
12192,6,2010.0,2,0.0,0.05,0.0,0.02,0.07
12193,23,2014.0,4,0.0,0.0,0.07,0.0,0.07
12194,7,2004.0,8,0.03,0.03,0.0,0.01,0.07
12195,4,2007.0,4,0.0,0.0,0.07,0.0,0.07
12196,5,2011.0,3,0.0,0.06,0.0,0.01,0.07
12197,11,2015.0,4,0.02,0.0,0.05,0.0,0.07
12198,19,2004.0,1,0.05,0.01,0.0,0.0,0.07
12199,19,2003.0,12,0.05,0.01,0.0,0.0,0.07
12200,1,2009.0,8,0.06,0.0,0.0,0.0,0.07
12201,4,2011.0,2,0.06,0.0,0.0,0.0,0.07
12202,17,2005.0,2,0.06,0.0,0.0,0.01,0.07
12203,15,2010.0,9,0.06,0.0,0.0,0.0,0.07
12204,7,2001.0,11,0.0,0.0,0.07,0.0,0.07
12205,6,2013.0,4,0.0,0.0,0.06,0.0,0.07
12206,7,2006.0,4,0.0,0.0,0.07,0.0,0.07
12207,14,2005.0,6,0.05,0.01,0.0,0.0,0.07
12208,1,2009.0,6,0.06,0.0,0.0,0.0,0.07
12209,7,2006.0,11,0.0,0.0,0.07,0.0,0.07
12210,13,1997.0,2,0.04,0.02,0.0,0.0,0.07
12211,23,2012.0,3,0.0,0.05,0.0,0.02,0.07
12212,5,2006.4064433147546,6,0.06,0.0,0.0,0.0,0.07
12213,7,2004.0,4,0.03,0.03,0.0,0.01,0.07
12214,4,2010.0,6,0.04,0.02,0.0,0.01,0.07
12215,5,2011.0,3,0.06,0.0,0.0,0.0,0.07
12216,20,2014.0,9,0.0,0.04,0.02,0.0,0.07
12217,8,1996.0,6,0.0,0.0,0.07,0.0,0.07
12218,10,2014.0,12,0.0,0.0,0.07,0.0,0.07
12219,6,2011.0,8,0.06,0.0,0.0,0.01,0.07
12220,9,2005.0,7,0.05,0.02,0.0,0.0,0.07
12221,4,2008.0,9,0.06,0.0,0.0,0.0,0.07
12222,13,1998.0,7,0.04,0.02,0.0,0.0,0.07
12223,4,2007.0,6,0.06,0.0,0.0,0.0,0.07
12224,9,2002.0,9,0.05,0.02,0.0,0.0,0.07
12225,14,2004.0,12,0.05,0.01,0.0,0.0,0.07
12226,5,2009.0,8,0.0,0.0,0.07,0.0,0.07
12227,15,2014.0,1,0.0,0.06,0.0,0.01,0.07
12228,23,2013.0,9,0.05,0.0,0.0,0.02,0.07
12229,9,2001.0,7,0.05,0.02,0.0,0.0,0.07
12230,7,2006.0,12,0.03,0.02,0.0,0.01,0.07
12231,21,1993.0,9,0.0,0.0,0.07,0.0,0.07
12232,4,2010.0,6,0.06,0.0,0.0,0.0,0.07
12233,4,2010.0,6,0.06,0.0,0.0,0.0,0.07
12234,10,2016.0,9,0.02,0.04,0.0,0.0,0.07
12235,10,2014.0,11,0.0,0.0,0.07,0.0,0.07
12236,4,2007.0,12,0.05,0.01,0.0,0.01,0.07
12237,5,2011.0,6,0.06,0.0,0.0,0.0,0.07
12238,5,2006.4064433147546,8,0.06,0.0,0.0,0.0,0.07
12239,6,2007.0,1,0.0,0.0,0.07,0.0,0.07
12240,13,1996.0,3,0.04,0.02,0.0,0.0,0.07
12241,14,2003.0,1,0.05,0.01,0.0,0.0,0.07
12242,4,2007.0,2,0.04,0.01,0.0,0.01,0.07
12243,10,2014.0,6,0.0,0.0,0.07,0.0,0.07
12244,4,2011.0,5,0.0,0.05,0.0,0.01,0.06
12245,23,2013.0,4,0.0,0.0,0.06,0.0,0.06
12246,9,2001.0,3,0.05,0.02,0.0,0.0,0.06
12247,13,1998.0,12,0.0,0.0,0.06,0.0,0.06
12248,4,2006.4064433147546,5,0.0,0.06,0.0,0.01,0.06
12249,1,2008.0,3,0.06,0.0,0.0,0.0,0.06
12250,14,2004.0,8,0.05,0.01,0.0,0.0,0.06
12251,4,2009.0,6,0.06,0.0,0.0,0.0,0.06
12252,4,2007.0,4,0.06,0.0,0.0,0.01,0.06
12253,14,2005.0,3,0.05,0.01,0.0,0.0,0.06
12254,7,2004.0,4,0.03,0.02,0.0,0.01,0.06
12255,19,2005.0,10,0.05,0.01,0.0,0.0,0.06
12256,5,2011.0,6,0.05,0.01,0.0,0.0,0.06
12257,23,2013.0,12,0.0,0.0,0.06,0.0,0.06
12258,9,2002.0,8,0.05,0.02,0.0,0.0,0.06
12259,14,2001.0,9,0.05,0.01,0.0,0.0,0.06
12260,17,2006.0,7,0.04,0.0,0.02,0.0,0.06
12261,4,2006.0,7,0.06,0.0,0.0,0.0,0.06
12262,4,2009.0,8,0.06,0.0,0.0,0.0,0.06
12263,13,1994.0,11,0.04,0.02,0.0,0.0,0.06
12264,15,2014.0,9,0.02,0.04,0.0,0.01,0.06
12265,1,2006.0,9,0.04,0.01,0.01,0.0,0.06
12266,14,2005.0,6,0.05,0.01,0.0,0.0,0.06
12267,14,2002.0,11,0.05,0.01,0.0,0.0,0.06
12268,4,2009.0,12,0.06,0.0,0.0,0.0,0.06
12269,22,1998.0,11,0.0,0.0,0.06,0.0,0.06
12270,9,2000.0,1,0.05,0.02,0.0,0.0,0.06
12271,1,2008.0,10,0.0,0.0,0.06,0.0,0.06
12272,22,2000.0,11,0.0,0.0,0.06,0.0,0.06
12273,7,2005.0,9,0.03,0.02,0.0,0.01,0.06
12274,14,2003.0,9,0.05,0.01,0.0,0.0,0.06
12275,4,2008.0,8,0.06,0.0,0.0,0.0,0.06
12276,7,2000.0,8,0.0,0.0,0.06,0.0,0.06
12277,17,2006.0,7,0.06,0.0,0.0,0.0,0.06
12278,1,2011.0,5,0.06,0.0,0.0,0.0,0.06
12279,19,2002.0,1,0.05,0.01,0.0,0.0,0.06
12280,11,2015.0,11,0.0,0.06,0.0,0.01,0.06
12281,9,2003.0,9,0.05,0.02,0.0,0.0,0.06
12282,14,2002.0,1,0.05,0.01,0.0,0.0,0.06
12283,4,2010.0,8,0.06,0.0,0.0,0.0,0.06
12284,4,2010.0,8,0.06,0.0,0.0,0.0,0.06
12285,4,2005.0,2,0.06,0.0,0.0,0.0,0.06
12286,17,2010.0,9,0.0,0.0,0.06,0.0,0.06
12287,23,2014.0,9,0.0,0.0,0.06,0.0,0.06
12288,4,2011.0,8,0.06,0.0,0.0,0.0,0.06
12289,8,1993.0,6,0.0,0.0,0.06,0.0,0.06
12290,7,2003.0,3,0.03,0.02,0.0,0.01,0.06
12291,1,2008.0,1,0.06,0.0,0.0,0.0,0.06
12292,4,2007.0,9,0.0,0.0,0.06,0.0,0.06
12293,17,2011.0,6,0.0,0.0,0.06,0.0,0.06
12294,5,2012.0,10,0.03,0.01,0.02,0.0,0.06
12295,4,2008.0,6,0.06,0.0,0.0,0.0,0.06
12296,17,2010.0,10,0.0,0.0,0.06,0.0,0.06
12297,17,2006.0,10,0.0,0.0,0.06,0.0,0.06
12298,4,2011.0,2,0.0,0.06,0.0,0.0,0.06
12299,1,2007.0,10,0.06,0.0,0.0,0.0,0.06
12300,4,2008.0,11,0.0,0.0,0.06,0.0,0.06
12301,13,1997.0,3,0.04,0.02,0.0,0.0,0.06
12302,6,2008.0,7,0.05,0.01,0.0,0.01,0.06
12303,4,2004.0,11,0.06,0.0,0.0,0.0,0.06
12304,7,2009.0,6,0.0,0.0,0.06,0.0,0.06
12305,4,2010.0,6,0.0,0.0,0.06,0.0,0.06
12306,23,2015.0,1,0.0,0.05,0.0,0.01,0.06
12307,9,2002.0,5,0.0,0.0,0.06,0.0,0.06
12308,7,2007.0,4,0.0,0.0,0.06,0.0,0.06
12309,1,2009.0,8,0.06,0.0,0.0,0.0,0.06
12310,23,2014.0,9,0.0,0.0,0.06,0.0,0.06
12311,10,2012.0,9,0.0,0.0,0.06,0.0,0.06
12312,1,2009.0,11,0.0,0.03,0.03,0.0,0.06
12313,7,2004.0,1,0.03,0.02,0.0,0.01,0.06
12314,9,2005.0,2,0.05,0.02,0.0,0.0,0.06
12315,7,2000.0,4,0.0,0.0,0.06,0.0,0.06
12316,7,2004.0,7,0.03,0.02,0.0,0.01,0.06
12317,15,2011.0,9,0.0,0.05,0.0,0.01,0.06
12318,1,2007.0,5,0.06,0.0,0.0,0.0,0.06
12319,14,2001.0,3,0.05,0.01,0.0,0.0,0.06
12320,1,2007.0,1,0.0,0.0,0.06,0.0,0.06
12321,17,2009.0,4,0.0,0.0,0.06,0.0,0.06
12322,4,2007.0,12,0.0,0.06,0.0,0.01,0.06
12323,19,2003.0,9,0.05,0.01,0.0,0.0,0.06
12324,24,1998.0,8,0.0,0.0,0.06,0.0,0.06
12325,17,2008.0,4,0.06,0.0,0.0,0.0,0.06
12326,11,2015.0,9,0.02,0.03,0.0,0.01,0.06
12327,6,2011.0,9,0.04,0.01,0.0,0.01,0.06
12328,17,2008.0,10,0.05,0.0,0.01,0.0,0.06
12329,17,2007.0,6,0.06,0.0,0.0,0.01,0.06
12330,1,2008.0,11,0.06,0.0,0.0,0.0,0.06
12331,19,2002.0,3,0.05,0.01,0.0,0.0,0.06
12332,15,2014.0,9,0.0,0.06,0.0,0.01,0.06
12333,18,2013.0,10,0.03,0.03,0.0,0.01,0.06
12334,9,2004.0,9,0.0,0.0,0.06,0.0,0.06
12335,6,2013.0,11,0.0,0.0,0.06,0.0,0.06
12336,7,2007.0,8,0.0,0.0,0.06,0.0,0.06
12337,4,2008.0,9,0.0,0.0,0.06,0.0,0.06
12338,4,2006.0,7,0.06,0.0,0.0,0.0,0.06
12339,23,2014.0,9,0.0,0.05,0.0,0.01,0.06
12340,9,2002.0,6,0.05,0.02,0.0,0.0,0.06
12341,17,2011.0,4,0.0,0.0,0.06,0.0,0.06
12342,7,2004.0,4,0.03,0.02,0.0,0.01,0.06
12343,9,2004.0,9,0.05,0.02,0.0,0.0,0.06
12344,7,2003.0,3,0.03,0.02,0.0,0.01,0.06
12345,5,2014.0,11,0.03,0.03,0.0,0.01,0.06
12346,13,1995.0,5,0.04,0.02,0.0,0.0,0.06
12347,19,2004.0,6,0.05,0.01,0.0,0.0,0.06
12348,15,2005.0,4,0.01,0.04,0.0,0.01,0.06
12349,4,2007.0,12,0.06,0.0,0.0,0.0,0.06
12350,23,2013.0,1,0.0,0.0,0.06,0.0,0.06
12351,24,1994.0,7,0.0,0.0,0.06,0.0,0.06
12352,14,2002.0,1,0.05,0.01,0.0,0.0,0.06
12353,14,2005.0,7,0.05,0.01,0.0,0.0,0.06
12354,13,1998.0,7,0.04,0.02,0.0,0.0,0.06
12355,13,1995.0,7,0.04,0.02,0.0,0.0,0.06
12356,4,2008.0,6,0.0,0.0,0.06,0.0,0.06
12357,4,2005.0,6,0.0,0.0,0.06,0.0,0.06
12358,17,2009.0,10,0.0,0.0,0.06,0.0,0.06
12359,10,2014.0,9,0.0,0.0,0.06,0.0,0.06
12360,15,2011.0,12,0.01,0.04,0.0,0.01,0.06
12361,1,2007.0,4,0.06,0.0,0.0,0.0,0.06
12362,4,2011.0,11,0.0,0.0,0.06,0.0,0.06
12363,17,2007.0,4,0.0,0.0,0.06,0.0,0.06
12364,4,2009.0,5,0.06,0.0,0.0,0.0,0.06
12365,4,2010.0,9,0.06,0.0,0.0,0.0,0.06
12366,7,2002.0,9,0.03,0.02,0.0,0.01,0.06
12367,4,2008.0,4,0.06,0.0,0.0,0.0,0.06
12368,10,2014.0,9,0.03,0.03,0.0,0.0,0.06
12369,9,2004.0,9,0.04,0.02,0.0,0.0,0.06
12370,1,2008.0,10,0.06,0.0,0.0,0.0,0.06
12371,17,2011.0,6,0.0,0.05,0.0,0.02,0.06
12372,9,2001.0,8,0.04,0.02,0.0,0.0,0.06
12373,10,2015.0,5,0.0,0.0,0.06,0.0,0.06
12374,17,2011.0,4,0.0,0.0,0.06,0.0,0.06
12375,17,2011.0,10,0.0,0.0,0.06,0.0,0.06
12376,4,2008.0,4,0.06,0.0,0.0,0.0,0.06
12377,4,2006.0,12,0.05,0.01,0.0,0.0,0.06
12378,7,2008.0,11,0.0,0.0,0.06,0.0,0.06
12379,17,2006.0,9,0.05,0.0,0.0,0.01,0.06
12380,4,2009.0,5,0.06,0.0,0.0,0.0,0.06
12381,9,2001.0,2,0.04,0.02,0.0,0.0,0.06
12382,13,2000.0,9,0.03,0.02,0.0,0.0,0.06
12383,15,2010.0,3,0.01,0.04,0.0,0.01,0.06
12384,5,2011.0,9,0.05,0.01,0.0,0.0,0.06
12385,8,1995.0,8,0.0,0.0,0.06,0.0,0.06
12386,1,2007.0,7,0.06,0.0,0.0,0.0,0.06
12387,19,2005.0,1,0.05,0.01,0.0,0.0,0.06
12388,11,2016.0,9,0.05,0.0,0.0,0.01,0.06
12389,23,2012.0,9,0.0,0.0,0.06,0.0,0.06
12390,7,2005.0,4,0.03,0.02,0.0,0.01,0.06
12391,13,2002.0,8,0.03,0.02,0.0,0.0,0.06
12392,4,2011.0,6,0.06,0.0,0.0,0.0,0.06
12393,4,2010.0,6,0.06,0.0,0.0,0.0,0.06
12394,13,1998.0,6,0.0,0.0,0.06,0.0,0.06
12395,13,2000.0,1,0.03,0.02,0.0,0.0,0.06
12396,15,2007.0,7,0.0,0.05,0.0,0.01,0.06
12397,14,2004.0,12,0.05,0.01,0.0,0.0,0.06
12398,20,2015.0,6,0.0,0.0,0.06,0.0,0.06
12399,15,2011.0,11,0.0,0.05,0.0,0.01,0.06
12400,14,2005.0,6,0.05,0.01,0.0,0.0,0.06
12401,9,2005.0,6,0.04,0.02,0.0,0.0,0.06
12402,11,2016.0,3,0.01,0.05,0.0,0.01,0.06
12403,5,2011.0,11,0.0,0.05,0.0,0.01,0.06
12404,7,2001.0,6,0.03,0.02,0.0,0.01,0.06
12405,10,2014.0,8,0.0,0.0,0.06,0.0,0.06
12406,7,2001.0,8,0.0,0.0,0.06,0.0,0.06
12407,7,2006.0,3,0.03,0.02,0.0,0.01,0.06
12408,15,2005.0,7,0.0,0.05,0.0,0.01,0.06
12409,4,2011.0,8,0.06,0.0,0.0,0.0,0.06
12410,17,2006.0,6,0.0,0.0,0.06,0.0,0.06
12411,10,2013.0,7,0.0,0.06,0.0,0.0,0.06
12412,6,2016.0,1,0.0,0.01,0.04,0.0,0.06
12413,7,2001.0,7,0.03,0.02,0.0,0.01,0.06
12414,5,2009.0,11,0.0,0.0,0.06,0.0,0.06
12415,15,2010.0,11,0.0,0.05,0.0,0.01,0.06
12416,5,2011.0,3,0.0,0.05,0.0,0.01,0.06
12417,7,2008.0,11,0.03,0.02,0.0,0.01,0.06
12418,7,2008.0,10,0.03,0.02,0.0,0.01,0.06
12419,7,2003.0,6,0.03,0.02,0.0,0.01,0.06
12420,17,2008.0,11,0.0,0.0,0.06,0.0,0.06
12421,10,2014.0,11,0.0,0.0,0.06,0.0,0.06
12422,19,2005.0,10,0.05,0.01,0.0,0.0,0.06
12423,14,2003.0,1,0.05,0.01,0.0,0.0,0.06
12424,4,2006.0,9,0.03,0.02,0.0,0.01,0.06
12425,13,2001.0,1,0.03,0.02,0.0,0.0,0.06
12426,20,2015.0,9,0.04,0.02,0.0,0.01,0.06
12427,5,2011.0,3,0.05,0.01,0.0,0.0,0.06
12428,4,2007.0,5,0.06,0.0,0.0,0.0,0.06
12429,7,2001.0,9,0.0,0.0,0.06,0.0,0.06
12430,7,2009.0,1,0.03,0.02,0.0,0.01,0.06
12431,1,2015.0,9,0.0,0.06,0.0,0.0,0.06
12432,10,2016.0,11,0.04,0.0,0.01,0.01,0.06
12433,9,2005.0,9,0.04,0.02,0.0,0.0,0.06
12434,9,2002.0,5,0.04,0.02,0.0,0.0,0.06
12435,1,2008.0,5,0.05,0.01,0.0,0.0,0.06
12436,1,2010.0,10,0.0,0.0,0.06,0.0,0.06
12437,6,2012.0,9,0.0,0.0,0.06,0.0,0.06
12438,5,2011.0,7,0.04,0.0,0.01,0.0,0.06
12439,24,1995.0,11,0.0,0.0,0.06,0.0,0.06
12440,11,2014.0,9,0.0,0.05,0.01,0.01,0.06
12441,10,2011.0,9,0.0,0.0,0.06,0.0,0.06
12442,7,2006.0,11,0.0,0.0,0.06,0.0,0.06
12443,14,2005.0,9,0.05,0.01,0.0,0.0,0.06
12444,4,2009.0,1,0.06,0.0,0.0,0.0,0.06
12445,1,2010.0,3,0.06,0.0,0.0,0.0,0.06
12446,4,2009.0,8,0.06,0.0,0.0,0.0,0.06
12447,11,2015.0,4,0.0,0.05,0.0,0.01,0.06
12448,17,2010.0,6,0.0,0.0,0.06,0.0,0.06
12449,4,2010.0,8,0.06,0.0,0.0,0.0,0.06
12450,23,2016.0,11,0.03,0.0,0.02,0.01,0.06
12451,4,2009.0,12,0.0,0.0,0.06,0.0,0.06
12452,15,2009.0,7,0.0,0.05,0.0,0.01,0.06
12453,5,2011.0,1,0.0,0.05,0.0,0.01,0.06
12454,4,2007.0,2,0.05,0.01,0.0,0.0,0.06
12455,4,2009.0,7,0.05,0.0,0.0,0.0,0.06
12456,1,2008.0,3,0.06,0.0,0.0,0.0,0.06
12457,7,2008.0,9,0.0,0.0,0.06,0.0,0.06
12458,14,2005.0,11,0.05,0.01,0.0,0.0,0.06
12459,14,2003.0,9,0.05,0.01,0.0,0.0,0.06
12460,17,2007.0,7,0.05,0.0,0.0,0.01,0.06
12461,4,2011.0,9,0.05,0.01,0.0,0.0,0.06
12462,7,2002.0,9,0.03,0.02,0.0,0.01,0.06
12463,4,2006.0,6,0.0,0.0,0.06,0.0,0.06
12464,4,2007.0,9,0.06,0.0,0.0,0.0,0.06
12465,15,2007.0,4,0.0,0.05,0.0,0.01,0.06
12466,22,1998.0,3,0.0,0.0,0.06,0.0,0.06
12467,4,2008.0,8,0.0,0.0,0.06,0.0,0.06
12468,1,2009.0,11,0.05,0.01,0.0,0.0,0.06
12469,9,2002.0,1,0.04,0.02,0.0,0.0,0.06
12470,4,2010.0,8,0.06,0.0,0.0,0.0,0.06
12471,17,2007.0,4,0.05,0.0,0.0,0.01,0.06
12472,19,2003.0,2,0.05,0.01,0.0,0.0,0.06
12473,1,2009.0,9,0.06,0.0,0.0,0.0,0.06
12474,6,2014.0,12,0.0,0.0,0.06,0.0,0.06
12475,17,2010.0,9,0.0,0.0,0.06,0.0,0.06
12476,19,2003.0,9,0.05,0.01,0.0,0.0,0.06
12477,15,2008.0,4,0.0,0.05,0.0,0.01,0.06
12478,4,2008.0,1,0.04,0.02,0.0,0.01,0.06
12479,15,2011.0,9,0.04,0.02,0.0,0.01,0.06
12480,4,2007.0,6,0.05,0.0,0.0,0.0,0.06
12481,4,2009.0,9,0.04,0.01,0.0,0.0,0.06
12482,19,2002.0,1,0.05,0.01,0.0,0.0,0.06
12483,4,2008.0,5,0.06,0.0,0.0,0.0,0.06
12484,10,2014.0,9,0.0,0.0,0.06,0.0,0.06
12485,5,2012.0,7,0.03,0.02,0.0,0.01,0.06
12486,4,2008.0,4,0.0,0.0,0.06,0.0,0.06
12487,4,2006.4064433147546,8,0.0,0.0,0.06,0.0,0.06
12488,6,2016.0,4,0.01,0.02,0.03,0.01,0.06
12489,7,2011.0,9,0.0,0.0,0.06,0.0,0.06
12490,14,2004.0,7,0.05,0.01,0.0,0.0,0.06
12491,1,2007.0,6,0.05,0.0,0.0,0.0,0.06
12492,15,2011.0,4,0.06,0.0,0.0,0.0,0.06
12493,17,2012.0,9,0.0,0.0,0.06,0.0,0.06
12494,12,1999.0,11,0.0,0.0,0.06,0.0,0.06
12495,14,2005.0,7,0.05,0.01,0.0,0.0,0.06
12496,15,2013.0,9,0.0,0.05,0.0,0.01,0.06
12497,6,2011.0,9,0.0,0.0,0.06,0.0,0.06
12498,7,2003.0,6,0.03,0.02,0.0,0.01,0.06
12499,4,2011.0,6,0.0,0.0,0.06,0.0,0.06
12500,13,1996.0,1,0.03,0.02,0.0,0.0,0.06
12501,5,2007.0,1,0.06,0.0,0.0,0.0,0.06
12502,1,2011.0,1,0.0,0.05,0.0,0.01,0.06
12503,7,2008.0,11,0.0,0.0,0.06,0.0,0.06
12504,12,1999.0,3,0.05,0.01,0.0,0.0,0.06
12505,12,1999.0,1,0.05,0.01,0.0,0.0,0.06
12506,12,1998.0,1,0.05,0.01,0.0,0.0,0.06
12507,12,2000.0,1,0.05,0.01,0.0,0.0,0.06
12508,12,1998.0,3,0.05,0.01,0.0,0.0,0.06
12509,12,1998.0,3,0.05,0.01,0.0,0.0,0.06
12510,12,1998.0,6,0.05,0.01,0.0,0.0,0.06
12511,24,1997.0,10,0.0,0.0,0.06,0.0,0.06
12512,12,1998.0,1,0.05,0.01,0.0,0.0,0.06
12513,12,1998.0,5,0.05,0.01,0.0,0.0,0.06
12514,12,1998.0,7,0.05,0.01,0.0,0.0,0.06
12515,12,2000.0,3,0.05,0.01,0.0,0.0,0.06
12516,19,2002.0,5,0.05,0.01,0.0,0.0,0.06
12517,17,2006.4064433147546,9,0.06,0.0,0.0,0.0,0.06
12518,23,2014.0,4,0.0,0.0,0.06,0.0,0.06
12519,18,2015.0,9,0.05,0.01,0.0,0.01,0.06
12520,10,2012.0,9,0.0,0.0,0.06,0.0,0.06
12521,14,2004.0,3,0.04,0.01,0.0,0.0,0.06
12522,9,2005.0,3,0.04,0.02,0.0,0.0,0.06
12523,11,2016.0,7,0.01,0.04,0.0,0.01,0.06
12524,17,2006.0,9,0.05,0.01,0.0,0.01,0.06
12525,4,2007.0,10,0.06,0.0,0.0,0.0,0.06
12526,15,1992.0,12,0.0,0.05,0.0,0.01,0.06
12527,5,2014.0,10,0.04,0.01,0.0,0.01,0.06
12528,4,2007.0,11,0.06,0.0,0.0,0.0,0.06
12529,4,2009.0,6,0.06,0.0,0.0,0.0,0.06
12530,17,2010.0,1,0.0,0.0,0.06,0.0,0.06
12531,7,2006.4064433147546,7,0.03,0.02,0.0,0.01,0.06
12532,4,2008.0,5,0.06,0.0,0.0,0.0,0.06
12533,1,2010.0,7,0.03,0.02,0.0,0.0,0.06
12534,1,2010.0,5,0.04,0.02,0.0,0.0,0.06
12535,13,1999.0,3,0.03,0.02,0.0,0.0,0.06
12536,17,2006.0,1,0.06,0.0,0.0,0.0,0.06
12537,17,2006.0,9,0.05,0.0,0.0,0.0,0.06
12538,24,1994.0,1,0.0,0.0,0.06,0.0,0.06
12539,10,2013.0,4,0.0,0.0,0.06,0.0,0.06
12540,15,2009.0,3,0.0,0.05,0.0,0.01,0.06
12541,15,2003.0,12,0.03,0.02,0.0,0.01,0.06
12542,4,2008.0,1,0.06,0.0,0.0,0.0,0.06
12543,7,2006.0,7,0.03,0.02,0.0,0.01,0.06
12544,7,2004.0,7,0.03,0.02,0.0,0.01,0.06
12545,18,2015.0,9,0.03,0.02,0.0,0.01,0.06
12546,9,2004.0,1,0.04,0.02,0.0,0.0,0.06
12547,15,2010.0,9,0.04,0.01,0.0,0.01,0.06
12548,9,2002.0,10,0.04,0.02,0.0,0.0,0.06
12549,17,2007.0,2,0.0,0.04,0.0,0.02,0.06
12550,15,2004.0,12,0.0,0.05,0.0,0.01,0.06
12551,17,2008.0,10,0.0,0.0,0.06,0.0,0.06
12552,4,2009.0,6,0.0,0.0,0.06,0.0,0.06
12553,1,2010.0,11,0.06,0.0,0.0,0.0,0.06
12554,4,2008.0,11,0.06,0.0,0.0,0.0,0.06
12555,4,2008.0,8,0.06,0.0,0.0,0.0,0.06
12556,5,2012.0,9,0.03,0.02,0.0,0.0,0.06
12557,10,2012.0,10,0.06,0.0,0.0,0.0,0.06
12558,17,2006.0,5,0.05,0.0,0.0,0.01,0.06
12559,9,2005.0,3,0.04,0.02,0.0,0.0,0.06
12560,23,2015.0,4,0.0,0.0,0.06,0.0,0.06
12561,7,2006.0,6,0.0,0.0,0.06,0.0,0.06
12562,1,2014.0,9,0.0,0.05,0.0,0.0,0.06
12563,6,2016.0,9,0.0,0.0,0.06,0.0,0.06
12564,4,2010.0,6,0.06,0.0,0.0,0.0,0.06
12565,17,2005.0,1,0.05,0.0,0.0,0.0,0.06
12566,7,2000.0,1,0.0,0.0,0.06,0.0,0.06
12567,9,2003.0,2,0.04,0.02,0.0,0.0,0.06
12568,4,2010.0,5,0.0,0.05,0.0,0.01,0.06
12569,14,2004.0,6,0.04,0.01,0.0,0.0,0.06
12570,25,1994.0,4,0.0,0.0,0.06,0.0,0.06
12571,20,2013.0,9,0.05,0.0,0.0,0.0,0.06
12572,15,2008.0,9,0.02,0.03,0.0,0.01,0.06
12573,23,2015.0,4,0.0,0.0,0.06,0.0,0.06
12574,17,2010.0,6,0.0,0.0,0.06,0.0,0.06
12575,4,2010.0,12,0.05,0.0,0.0,0.0,0.06
12576,7,2007.0,1,0.0,0.0,0.06,0.0,0.06
12577,13,2002.0,1,0.03,0.02,0.0,0.0,0.06
12578,7,2009.0,10,0.0,0.0,0.06,0.0,0.06
12579,18,2016.0,9,0.02,0.03,0.0,0.0,0.06
12580,4,2007.0,4,0.05,0.0,0.0,0.0,0.06
12581,4,2005.0,9,0.05,0.0,0.0,0.0,0.06
12582,1,2011.0,7,0.06,0.0,0.0,0.0,0.06
12583,17,2006.0,9,0.05,0.01,0.0,0.01,0.06
12584,6,2009.0,6,0.0,0.04,0.0,0.02,0.06
12585,13,1995.0,5,0.03,0.02,0.0,0.0,0.06
12586,9,2005.0,9,0.04,0.02,0.0,0.0,0.06
12587,4,2006.0,1,0.05,0.01,0.0,0.0,0.06
12588,19,2003.0,9,0.05,0.01,0.0,0.0,0.06
12589,9,2002.0,11,0.04,0.02,0.0,0.0,0.06
12590,1,2011.0,11,0.05,0.0,0.0,0.0,0.06
12591,23,2016.0,9,0.0,0.0,0.06,0.0,0.06
12592,24,1995.0,11,0.0,0.0,0.06,0.0,0.06
12593,19,2002.0,1,0.05,0.01,0.0,0.0,0.06
12594,4,2009.0,6,0.0,0.05,0.0,0.0,0.06
12595,5,2014.0,4,0.03,0.03,0.0,0.01,0.06
12596,17,2012.0,8,0.0,0.0,0.06,0.0,0.06
12597,10,2015.0,9,0.0,0.0,0.06,0.0,0.06
12598,7,2005.0,9,0.03,0.02,0.0,0.01,0.06
12599,4,2011.0,5,0.0,0.05,0.0,0.01,0.06
12600,14,2005.0,1,0.04,0.01,0.0,0.0,0.06
12601,4,2007.0,5,0.05,0.0,0.0,0.0,0.06
12602,10,2013.0,4,0.0,0.0,0.06,0.0,0.06
12603,5,2008.0,9,0.05,0.0,0.0,0.0,0.06
12604,14,2003.0,12,0.04,0.01,0.0,0.0,0.06
12605,15,2010.0,1,0.0,0.05,0.0,0.01,0.06
12606,4,2007.0,5,0.05,0.0,0.0,0.0,0.06
12607,23,2014.0,10,0.03,0.0,0.02,0.01,0.06
12608,10,2014.0,4,0.0,0.0,0.06,0.0,0.06
12609,17,2005.0,4,0.05,0.0,0.0,0.0,0.06
12610,23,2014.0,11,0.0,0.0,0.06,0.0,0.06
12611,7,2001.0,7,0.03,0.02,0.0,0.01,0.06
12612,10,2014.0,4,0.0,0.0,0.06,0.0,0.06
12613,4,2005.0,5,0.05,0.0,0.0,0.0,0.06
12614,1,2010.0,6,0.06,0.0,0.0,0.0,0.06
12615,1,2009.0,9,0.05,0.0,0.0,0.0,0.06
